Position,Word_Kanji,Reading_Kana,English_Meaning,Part_of_Speech,Deck_Step_Label,Frequency_Rank
718,品物,しなもの,"article, thing",Noun,Core 2000 Step 06 - 102,4218
719,見物,けんぶつ,"sightseeing, looking around",Verbal Noun,Core 2000 Step 07 - 057,2836
720,物,もの,"thing, object",Noun,Core 2000 Step 07 - 146,531
721,忘れ物,わすれもの,"something left behind, lost item",Noun,Core 2000 Step 09 - 110,17535
722,重さ,おもさ,weight,Noun,Core 2000 Step 06 - 128,182214
723,配る,くばる,"hand out, distribute",Verb,Core 2000 Step 06 - 063,4186
724,配達,はいたつ,delivery,Verbal Noun,Core 2000 Step 07 - 128,11799
725,心配,しんぱい,"anxiety, worry, assistance",Verbal Noun,Core 2000 Step 10 - 073,436
726,見送る,みおくる,see (someone) off,Verb,Core 2000 Step 06 - 032,2124
727,見送り,みおくり,seeing someone off,Verbal Noun,Core 2000 Step 07 - 190,10109
728,受ける,うける,"receive, accept",Verb,Core 2000 Step 03 - 014,302
729,受け取る,うけとる,"get (st from so), receive<div>take (as in take as an insult)</div>",Verb,Core 2000 Step 05 - 134,1542
730,取れる,とれる,"come off, be removed",Verb,Core 2000 Step 07 - 144,3521
731,書き取る,かきとる,"write down, note down",Verb,Core 2000 Step 10 - 031,42439
732,届く,とどく,"reach, be delivered",Verb,Core 2000 Step 04 - 096,1294
733,届ける,とどける,"deliver, notify",Verb,Core 2000 Step 06 - 148,3335
734,持つ,もつ,"last long, keep well",Verb,Core 2000 Step 03 - 010,127
735,金持ち,かねもち,wealthy person,Noun,Core 2000 Step 06 - 172,6266
736,持って行く,もっていく,take (somewhere),Verb,Core 2000 Step 09 - 061,
737,なかなか,なかなか,"not easily, not readily, by no means",Adverb,Core 2000 Step 06 - 134,740
738,持って来る,もってくる,bring (something),Verb,Core 2000 Step 09 - 142,
739,打つ,うつ,"hit, strike",Verb,Core 2000 Step 05 - 067,552
740,投げる,なげる,"throw, give up",Verb,Core 2000 Step 06 - 115,1175
741,生まれる,うまれる,"be born, come into existence",Verb,Core 2000 Step 03 - 123,727
742,生む,うむ,give birth,Verb,Core 2000 Step 06 - 040,2660
743,女性,じょせい,"female, woman (formal)",Noun,Core 2000 Step 03 - 060,399
744,生産,せいさん,production,Verbal Noun,Core 2000 Step 03 - 099,5976
745,お土産,おみやげ,souvenir,Noun,Core 2000 Step 10 - 029,14977
746,ホーム,ホーム,(train) platform,Noun,Core 2000 Step 06 - 139,4075
747,生活,せいかつ,"life, living",Verbal Noun,Core 2000 Step 03 - 046,490
748,生徒,せいと,"pupil, student",Noun,Core 2000 Step 04 - 157,1247
749,中学,ちゅうがく,middle school (abbrev.),Noun,Core 2000 Step 05 - 079,2869
750,入学,にゅうがく,"admission to a school, starting school",Verbal Noun,Core 2000 Step 05 - 130,6150
751,中学生,ちゅうがくせい,middle school sudent,Noun,Core 2000 Step 05 - 157,4906
752,小学生,しょうがくせい,elementary school student,Noun,Core 2000 Step 06 - 015,4979
753,見学,けんがく,field trip,Verbal Noun,Core 2000 Step 06 - 144,9058
754,通学,つうがく,going to school,Verbal Noun,Core 2000 Step 06 - 188,17566
755,高校,こうこう,high school,Noun,Core 2000 Step 04 - 164,2023
756,小学校,しょうがっこう,elementary school,Noun,Core 2000 Step 05 - 013,2630
757,中学校,ちゅうがっこう,middle school,Noun,Core 2000 Step 05 - 196,8357
758,校長,こうちょう,principal,Noun,Core 2000 Step 06 - 030,5552
759,パン,パン,bread,Noun,Core 2000 Step 06 - 155,2140
760,休校,きゅうこう,temporary school closure,Verbal Noun,Core 2000 Step 09 - 073,69165
761,教会,きょうかい,church,Noun,Core 2000 Step 06 - 027,1777
762,教育,きょういく,education,Verbal Noun,Core 2000 Step 04 - 072,2316
763,育てる,そだてる,"raise, bring up",Verb,Core 2000 Step 05 - 039,2615
764,びっくりする,びっくりする,be surprised,Verb,Core 2000 Step 06 - 156,
765,育つ,そだつ,"grow, be raised",Verb,Core 2000 Step 06 - 016,2362
766,制度,せいど,"system, organization",Noun,Core 2000 Step 03 - 142,4944
767,強さ,つよさ,"strength, power",Noun,Core 2000 Step 06 - 066,137227
768,取引,とりひき,"transaction, dealings",Verbal Noun,Core 2000 Step 04 - 074,6077
769,ズボン,ズボン,"trousers, pants",Noun,Core 2000 Step 06 - 164,2842
770,引き出し,ひきだし,"drawer, withdrawal",Noun,Core 2000 Step 08 - 184,8516
771,押さえる,おさえる,"hold down, hold back",Verb,Core 2000 Step 07 - 056,2269
772,押し入れ,おしいれ,closet,Noun,Core 2000 Step 08 - 101,16739
773,練習,れんしゅう,"practice, training",Verbal Noun,Core 2000 Step 06 - 065,2943
774,おもちゃ,おもちゃ,"toy, plaything",Noun,Core 2000 Step 06 - 171,9827
775,習う,ならう,"learn, practice",Verb,Core 2000 Step 06 - 191,4760
776,慣れる,なれる,grow accustomed to,Verb,Core 2000 Step 05 - 193,1694
777,習慣,しゅうかん,"custom, habit",None,Core 2000 Step 06 - 114,2807
778,研究,けんきゅう,"research, study",Verbal Noun,Core 2000 Step 03 - 023,1054
779,試験,しけん,"exam, test",Verbal Noun,Core 2000 Step 05 - 176,3940
780,問題,もんだい,"problem, question",Noun,Core 2000 Step 03 - 001,314
781,簡単,かんたん,"simple, easy",Adjectival Noun,Core 2000 Step 04 - 066,815
782,複雑,ふくざつ,"complicated, intricate",Adjectival Noun,Core 2000 Step 04 - 162,2303
783,数字,すうじ,"figure, numeral",Noun,Core 2000 Step 05 - 007,3255
784,数学,すうがく,mathematics,Noun,Core 2000 Step 05 - 129,7234
785,数える,かぞえる,to count,Verb,Core 2000 Step 06 - 017,2881
786,今回,こんかい,this time,Noun,Core 2000 Step 03 - 092,1493
787,回る,まわる,"turn round, go round, detour",Verb,Core 2000 Step 04 - 163,1168
788,回す,まわす,"turn, rotate",Verb,Core 2000 Step 06 - 023,1951
789,個人,こじん,"individual, personal",Noun,Core 2000 Step 04 - 041,2009
790,担当,たんとう,in charge (of something),Verbal Noun,Core 2000 Step 04 - 047,2423
791,当たる,あたる,"hit, strike",Verb,Core 2000 Step 04 - 083,1596
792,当時,とうじ,at that time,Noun,Core 2000 Step 04 - 113,666
793,本当,ほんとう,"truth, reality, genuine",Noun,Core 2000 Step 10 - 156,816
794,当然,とうぜん,"naturally, of course",Adjectival Noun,Core 2000 Step 04 - 064,575
795,全然,ぜんぜん,"(not) at all, totally (not)",Adverb,Core 2000 Step 07 - 105,1352
796,方法,ほうほう,"way, method, procedure",Noun,Core 2000 Step 03 - 029,839
797,法律,ほうりつ,law,Noun,Core 2000 Step 05 - 024,4409
798,規則,きそく,"rule, regulation",Noun,Core 2000 Step 05 - 178,6828
799,オートバイ,オートバイ,"motorbike, motorcycle",Noun,Core 2000 Step 06 - 182,12098
800,経験,けいけん,experience,Verbal Noun,Core 2000 Step 04 - 001,1144
801,経つ,たつ,"pass, elapse",Verb,Core 2000 Step 04 - 169,1779
802,経済,けいざい,"economy, economics",Noun,Core 2000 Step 03 - 044,3852
803,経営,けいえい,"management, operation",Verbal Noun,Core 2000 Step 03 - 167,3235
804,ひどい,ひどい,"terrible, cruel",Adjective,Core 2000 Step 06 - 195,430
805,株,かぶ,"stocks, shares",Noun,Core 2000 Step 03 - 159,5970
806,企業,きぎょう,"business, corporation",Noun,Core 2000 Step 03 - 005,4239
807,作業,さぎょう,"work, operation",Verbal Noun,Core 2000 Step 03 - 095,1575
808,産業,さんぎょう,industry,Noun,Core 2000 Step 04 - 021,6813
809,工業,こうぎょう,manufacturing industry,Noun,Core 2000 Step 05 - 068,10336
810,商業,しょうぎょう,"business, commerce",Noun,Core 2000 Step 06 - 129,13385
811,利用,りよう,"utilization, usage",Verbal Noun,Core 2000 Step 03 - 008,1441
812,便利,べんり,"convenience, handiness",Adjectival Noun,Core 2000 Step 06 - 157,5306
813,技術,ぎじゅつ,"skill, technology",Noun,Core 2000 Step 03 - 101,1885
814,手術,しゅじゅつ,surgical operation,Verbal Noun,Core 2000 Step 04 - 184,3449
815,製造,せいぞう,"production, manufacture",Verbal Noun,Core 2000 Step 04 - 142,7057
816,必ず,かならず,"without fail, certainly",Adverb,Core 2000 Step 05 - 006,996
817,必要,ひつよう,"need, necessity",Adjectival Noun,Core 2000 Step 03 - 004,279
818,重要,じゅうよう,"important, essential",Adjectival Noun,Core 2000 Step 03 - 082,1582
819,要求,ようきゅう,"requirement, demand",Verbal Noun,Core 2000 Step 04 - 024,1746
820,目覚まし時計,めざましどけい,alarm clock,Noun,Core 2000 Step 09 - 137,30129
821,いつでも,いつでも,"at any time, always",Adverb,Core 2000 Step 07 - 026,
822,計算,けいさん,calculation,Verbal Noun,Core 2000 Step 03 - 175,2399
823,引き算,ひきざん,subtraction,Verbal Noun,Core 2000 Step 09 - 134,55415
824,足し算,たしざん,addition,Verbal Noun,Core 2000 Step 09 - 146,51834
825,交差点,こうさてん,"intersection, crossing",Noun,Core 2000 Step 08 - 145,9611
826,割る,わる,"divide (st), crack, split",Verb,Core 2000 Step 06 - 085,2520
827,割れる,われる,"(st) cracks, splits, breaks (が)",Verb,Core 2000 Step 07 - 149,3400
828,割り算,わりざん,division,Verbal Noun,Core 2000 Step 10 - 012,84451
829,残る,のこる,"remain, be left over",Verb,Core 2000 Step 03 - 193,394
830,残す,のこす,"leave, reserve, leave undone",Verb,Core 2000 Step 04 - 070,629
831,返す,かえす,"return, repay",Verb,Core 2000 Step 05 - 195,659
832,返事,へんじ,"answer, reply",Verbal Noun,Core 2000 Step 10 - 153,741
833,借りる,かりる,borrow,Verb,Core 2000 Step 05 - 050,1195
834,貸す,かす,"lend, rent",Verb,Core 2000 Step 06 - 104,1689
835,貸し出す,かしだす,lend out<br>(used for businesses/banks),Verb,Core 2000 Step 08 - 006,46186
836,申し込む,もうしこむ,"apply for, make a proposal",Verb,Core 2000 Step 07 - 067,11078
837,期待,きたい,"expectation, anticipation",Verbal Noun,Core 2000 Step 03 - 088,1188
838,おかしい,おかしい,"funny, amusing, comical",Adjective,Core 2000 Step 07 - 041,772
839,期間,きかん,period (of time),Noun,Core 2000 Step 04 - 093,4667
840,時期,じき,"time, period, season",Noun,Core 2000 Step 04 - 141,1651
841,限る,かぎる,be limited to,Verb,Core 2000 Step 04 - 131,1594
842,急ぐ,いそぐ,"hurry, hasten",Verb,Core 2000 Step 05 - 004,857
843,急に,きゅうに,"suddenly, unexpectedly",Adverb,Core 2000 Step 05 - 164,59483
844,急,きゅう,"urgent, sudden, steep",Adjectival Noun,Core 2000 Step 05 - 188,525
845,急行,きゅうこう,"express train, going in a hurry",Noun,Core 2000 Step 08 - 144,8803
846,切れる,きれる,"run out, expire",Verb,Core 2000 Step 05 - 174,1211
847,切手,きって,postage stamp,Noun,Core 2000 Step 07 - 152,15403
848,売り切れる,うりきれる,"be sold out, go out of stock",Verb,Core 2000 Step 08 - 100,39733
849,売り切れ,うりきれ,sold out,Noun,Core 2000 Step 09 - 127,59086
850,大切,たいせつ,"important, valuable",Adjectival Noun,Core 2000 Step 10 - 086,1813
851,切符,きっぷ,ticket,Noun,Core 2000 Step 07 - 081,6392
852,入場券,にゅうじょうけん,entrance ticket,Noun,Core 2000 Step 09 - 002,36062
853,家賃,やちん,rent (money),Noun,Core 2000 Step 06 - 054,10267
854,時代,じだい,"age, era, antiquity",Noun,Core 2000 Step 04 - 140,511
855,代わる,かわる,"take (st/sb's) place, substitute for",Verb,Core 2000 Step 05 - 076,4884
856,代える,かえる,"replace (O1を) with (O2に), substitute",Verb,Core 2000 Step 08 - 143,12705
857,指,ゆび,"finger, toe",Noun,Core 2000 Step 10 - 177,578
858,決定,けってい,decision,Verbal Noun,Core 2000 Step 03 - 154,2533
859,そろそろ,そろそろ,"soon, slowly, gingerly",Adverb,Core 2000 Step 07 - 053,1478
860,一定,いってい,"constant, fixed",Verbal Noun,Core 2000 Step 04 - 094,5562
861,定期券,ていきけん,commuter pass,Noun,Core 2000 Step 09 - 030,40273
862,予定,よてい,"schedule, plan",Verbal Noun,Core 2000 Step 03 - 096,1755
863,天気予報,てんきよほう,weather forecast,Noun,Core 2000 Step 08 - 037,21544
864,ぶどう,ぶどう,grapes,Noun,Core 2000 Step 07 - 054,18026
865,予習,よしゅう,preparation for class,Verbal Noun,Core 2000 Step 09 - 138,38466
866,予約,よやく,"reservation, subscription, appointment",Verbal Noun,Core 2000 Step 06 - 050,7011
867,約束,やくそく,"promise, vow",Verbal Noun,Core 2000 Step 05 - 084,773
868,変わる,かわる,change が,Verb,Core 2000 Step 03 - 078,501
869,めったに,めったに,rarely,Adverb,Core 2000 Step 07 - 061,4581
870,大変,たいへん,"awful, serious",Adjectival Noun,Core 2000 Step 05 - 025,874
871,変,へん,"strange, weird, funny",Adjectival Noun,Core 2000 Step 08 - 039,947
872,変化,へんか,change,Verbal Noun,Core 2000 Step 03 - 104,1225
873,強化,きょうか,strengthening,Verbal Noun,Core 2000 Step 03 - 180,6294
874,文化,ぶんか,culture,Noun,Core 2000 Step 04 - 060,1900
875,増える,ふえる,"increase, accrue が",Verb,Core 2000 Step 03 - 042,2527
876,増やす,ふやす,"increase (something), add を",Verb,Core 2000 Step 05 - 038,9722
877,減る,へる,"decrease, diminish が",Verb,Core 2000 Step 03 - 109,3009
878,減らす,へらす,"decrease (something), reduce を",Verb,Core 2000 Step 05 - 082,10589
879,乗り物,のりもの,"vehicle, means of transportation",Noun,Core 2000 Step 08 - 053,17056
880,降りる,おりる,"get off, land",Verb,Core 2000 Step 05 - 198,684
881,降ろす,おろす,"unload, lower",Verb,Core 2000 Step 09 - 024,5955
882,降る,ふる,"fall, come down, rain",Verb,Core 2000 Step 10 - 149,1417
883,着く,つく,"arrive, touch, take one's place",Verb,Core 2000 Step 05 - 077,775
884,着物,きもの,"kimono, clothes",Noun,Core 2000 Step 07 - 002,1986
885,下着,したぎ,underwear,Noun,Core 2000 Step 07 - 159,3959
886,上着,うわぎ,outerwear,Noun,Core 2000 Step 08 - 081,3819
887,着せる,きせる,"dress (sb), put clothes on (sb)",Verb,Core 2000 Step 08 - 139,4907
888,脱ぐ,ぬぐ,"remove clothes, take off",Verb,Core 2000 Step 08 - 051,1729
889,立場,たちば,"standpoint, position",Noun,Core 2000 Step 03 - 170,1221
890,目立つ,めだつ,"stand out, be conspicuous",Verb,Core 2000 Step 03 - 185,2282
891,立てる,たてる,"stand (sth) up, set (sth) up, establish",Verb,Core 2000 Step 05 - 058,507
892,役に立つ,やくにたつ,"be useful, be helpful",Verb,Core 2000 Step 08 - 055,2642
893,出席,しゅっせき,"attendance, presence",Verbal Noun,Core 2000 Step 04 - 171,4382
894,ゴム,ゴム,"rubber, elastic",Noun,Core 2000 Step 07 - 082,6578
895,席,せき,"seat, one's place",Noun,Core 2000 Step 05 - 089,734
896,欠席,けっせき,"absence, non-attendance",Verbal Noun,Core 2000 Step 07 - 018,16576
897,次男,じなん,second son,Noun,Core 2000 Step 07 - 099,7913
898,次女,じじょ,second daughter,Noun,Core 2000 Step 07 - 116,19481
899,運ぶ,はこぶ,"carry, transport",Verb,Core 2000 Step 04 - 161,628
900,運転,うんてん,drive,Verbal Noun,Core 2000 Step 05 - 047,2801
901,運転手,うんてんしゅ,driver,Noun,Core 2000 Step 06 - 026,2184
902,転ぶ,ころぶ,"tumble down, fall over",Verb,Core 2000 Step 08 - 155,5733
903,移る,うつる,"move, shift が",Verb,Core 2000 Step 04 - 200,1667
904,移す,うつす,"move (something), shift, transfer",Verb,Core 2000 Step 05 - 072,2081
905,動き,うごき,"movement, motion",Noun,Core 2000 Step 03 - 066,876
906,運動,うんどう,"exercise, movement",Verbal Noun,Core 2000 Step 04 - 008,2340
907,やっぱり,やっぱり,"just as I thought, after all",Adverb,Core 2000 Step 07 - 106,582
908,活動,かつどう,activity,Verbal Noun,Core 2000 Step 04 - 092,2105
909,動物,どうぶつ,animal,Noun,Core 2000 Step 04 - 193,1609
910,動かす,うごかす,"move (something), operate",Verb,Core 2000 Step 05 - 086,866
911,不動産屋,ふどうさんや,"real estate agent, realtor",Noun,Core 2000 Step 10 - 198,15511
912,早く,はやく,"early, soon",Adverb,Core 2000 Step 05 - 045,32424
913,早口,はやくち,fast talking,Noun,Core 2000 Step 08 - 193,5779
914,速さ,はやさ,speed,Noun,Core 2000 Step 07 - 022,117780
915,速達,そくたつ,express mail,Noun,Core 2000 Step 09 - 132,27275
916,遅れる,おくれる,be late,Verb,Core 2000 Step 04 - 197,2114
917,開始,かいし,beginning,Verbal Noun,Core 2000 Step 03 - 113,2235
918,始めに,はじめに,in the beginning,Adverb,Core 2000 Step 10 - 196,
919,現在,げんざい,"the present, present time",Noun,Core 2000 Step 03 - 007,820
920,実現,じつげん,"realization, fulfillment",Verbal Noun,Core 2000 Step 03 - 064,3495
921,実施,じっし,"being in effect, implementation",Verbal Noun,Core 2000 Step 03 - 112,9793
922,事実,じじつ,"fact, truth",Noun,Core 2000 Step 03 - 153,498
923,実行,じっこう,"(putting into) practice, execution",Verbal Noun,Core 2000 Step 04 - 029,2682
924,実験,じっけん,experiment,Verbal Noun,Core 2000 Step 04 - 120,3041
925,通過,つうか,"passing, passage",Verbal Noun,Core 2000 Step 04 - 104,3666
926,過ぎる,すぎる,"pass by, exceed",Verb,Core 2000 Step 05 - 018,583
927,昼過ぎ,ひるすぎ,just past noon,Noun,Core 2000 Step 10 - 142,14591
928,いつか,いつか,"some time, some day",Adverb,Core 2000 Step 07 - 120,1230
929,過去,かこ,the past,Noun,Core 2000 Step 04 - 056,1307
930,開発,かいはつ,development,Verbal Noun,Core 2000 Step 03 - 002,2798
931,発生,はっせい,"occurrence, happening",Verbal Noun,Core 2000 Step 03 - 191,2318
932,発言,はつげん,"statement, remark",Verbal Noun,Core 2000 Step 04 - 086,3129
933,発見,はっけん,"discovery, revelation",Verbal Noun,Core 2000 Step 04 - 112,751
934,出発,しゅっぱつ,"departure, starting",Verbal Noun,Core 2000 Step 05 - 085,1476
935,発車,はっしゃ,"depart, leave (for vehicles)",Verbal Noun,Core 2000 Step 08 - 112,11086
936,発表,はっぴょう,announcement,Verbal Noun,Core 2000 Step 03 - 012,1893
937,きつい,きつい,"tight, difficult",Adjective,Core 2000 Step 07 - 123,2923
938,表現,ひょうげん,"expression (of views, feelings, etc.)",Verbal Noun,Core 2000 Step 03 - 094,1537
939,代表,だいひょう,representative,Verbal Noun,Core 2000 Step 03 - 157,2635
940,表,おもて,"front side, face, outside",Noun,Core 2000 Step 10 - 030,1410
941,表,ひょう,"list, table",Noun,Core 2000 Step 10 - 141,1410
942,さっき,さっき,"some time ago, only a moment ago",Adverb,Core 2000 Step 07 - 133,495
943,手紙,てがみ,letter,Noun,Core 2000 Step 04 - 182,509
944,絵,え,"picture, painting, drawing",Noun,Core 2000 Step 06 - 009,778
945,雑誌,ざっし,"magazine, journal",Noun,Core 2000 Step 05 - 041,1688
946,音,おと,"sound, noise",Noun,Core 2000 Step 04 - 108,186
947,テキスト,テキスト,"textbook, text file",Noun,Core 2000 Step 07 - 135,14868
948,音,おと,sound,Noun,Core 2000 Step 10 - 195,186
949,音楽,おんがく,music,Noun,Core 2000 Step 05 - 010,1568
950,薬,くすり,"drug, remedy, chemical",Noun,Core 2000 Step 06 - 021,1435
951,歌,うた,song,Noun,Core 2000 Step 05 - 080,805
952,ビニール袋,ビニールぶくろ,plastic bag,Noun,Core 2000 Step 07 - 136,12519
953,歌手,かしゅ,singer,Noun,Core 2000 Step 10 - 033,7818
954,欲しがる,ほしがる,want&nbsp;(describing sb else),Verb,Core 2000 Step 09 - 018,
955,計画,けいかく,"plan, project",Verbal Noun,Core 2000 Step 03 - 040,1033
956,映画,えいが,movie,Noun,Core 2000 Step 04 - 155,1190
957,りんご,りんご,apple,Noun,Core 2000 Step 07 - 137,16818
958,面白い,おもしろい,"interesting, amusing",Adjective,Core 2000 Step 06 - 013,893
959,写る,うつる,"<div>to appear in a photo, (picture) to come out well</div>",Verb,Core 2000 Step 07 - 103,6756
960,写す,うつす,"copy, photograph",Verb,Core 2000 Step 08 - 058,7101
961,写真,しゃしん,photograph,Noun,Core 2000 Step 03 - 169,661
962,真っ赤,まっか,deep red,Adjectival Noun,Core 2000 Step 06 - 200,2982
963,真面目,まじめ,"serious, sober, earnest",Adjectival Noun,Core 2000 Step 07 - 066,2957
964,真っ白,まっしろ,pure-white,Adjectival Noun,Core 2000 Step 08 - 003,5829
965,真っ暗,まっくら,pitch-dark,Adjectival Noun,Core 2000 Step 08 - 098,6567
966,真っ黒,まっくろ,"deep-black, jet-black",Adjectival Noun,Core 2000 Step 08 - 150,8388
967,真っ青,まっさお,"deep-blue, pale (skin)",Adjectival Noun,Core 2000 Step 09 - 107,10542
968,色々,いろいろ,various,Adjectival Noun,Core 2000 Step 09 - 023,2864
969,人形,にんぎょう,doll,Noun,Core 2000 Step 06 - 135,1645
970,形,かたち,"shape, form",Noun,Core 2000 Step 10 - 036,519
971,大型,おおがた,"large, large scale",Noun,Core 2000 Step 04 - 143,4392
972,種類,しゅるい,"kind, variety, species",Noun,Core 2000 Step 03 - 179,2226
973,おしゃべり,おしゃべり,"chatter, talkative",Verbal Noun,Core 2000 Step 07 - 151,4842
974,直す,なおす,"repair, cure, alter",Verb,Core 2000 Step 04 - 037,1455
975,真っ直ぐ,まっすぐ,"dead straight, honestly",Adverb,Core 2000 Step 08 - 079,8147
976,直接,ちょくせつ,directly,Adverb,Core 2000 Step 04 - 058,1491
977,角,かど,"corner, edge, angle",Noun,Core 2000 Step 08 - 197,1358
978,きっと,きっと,"surely, certainly",Adverb,Core 2000 Step 07 - 157,450
979,三角,さんかく,triangle,Noun,Core 2000 Step 08 - 199,10769
980,四角,しかく,"square, quadrilateral",Adjectival Noun,Core 2000 Step 09 - 027,12324
981,四角い,しかくい,"square, four-sided",Adjective,Core 2000 Step 09 - 028,6802
982,四つ角,よつかど,"street corner, intersection",Noun,Core 2000 Step 10 - 182,40997
983,曲,きょく,"song, melody, tune",Noun,Core 2000 Step 05 - 199,1557
984,曲げる,まげる,"bend, curve",Verb,Core 2000 Step 07 - 155,4689
985,曲がり角,まがりかど,street corner,Noun,Core 2000 Step 10 - 186,18547
986,同様,どうよう,"similar, same",Adjectival Noun,Core 2000 Step 04 - 081,1311
987,間違い,まちがい,"mistake, error",Noun,Core 2000 Step 07 - 010,1209
988,間違える,まちがえる,"make a mistake (in something), confuse (を)",Verb,Core 2000 Step 07 - 174,4641
989,間違う,まちがう,"be mistaken, be incorrect",Verb,Core 2000 Step 08 - 044,2749
990,似ている,にている,"look like, resemble",Verb,Core 2000 Step 10 - 194,
991,おしゃれ,おしゃれ,"dressing up, trendy",Verbal Noun,Core 2000 Step 07 - 177,14089
992,以上,いじょう,"more than,&nbsp;not less than",Noun,Core 2000 Step 03 - 030,251
993,旅行,りょこう,"travel, trip",Verbal Noun,Core 2000 Step 05 - 009,1589
994,大使館,たいしかん,embassy,Noun,Core 2000 Step 05 - 096,9270
995,旅館,りょかん,Japanese inn,Noun,Core 2000 Step 06 - 153,3321
996,映画館,えいがかん,movie theater,Noun,Core 2000 Step 07 - 012,8950
997,宿題,しゅくだい,homework,Noun,Core 2000 Step 07 - 134,10531
998,泊める,とめる,"lodge, give shelter",Verb,Core 2000 Step 10 - 032,8536
999,遊び,あそび,"play, amusement",Noun,Core 2000 Step 05 - 200,1465
1000,洋服,ようふく,clothes,Noun,Core 2000 Step 07 - 039,5191
1001,教室,きょうしつ,"classroom, class",Noun,Core 2000 Step 05 - 102,1753
1002,図書室,としょしつ,library room,Noun,Core 2000 Step 09 - 001,12187
1003,窓,まど,"window, windowpane",Noun,Core 2000 Step 05 - 030,402
1004,親しい,したしい,"intimate, close",Adjective,Core 2000 Step 06 - 070,1979
1005,親切,しんせつ,"kind, friendly",Adjectival Noun,Core 2000 Step 06 - 186,2274
1006,不親切,ふしんせつ,"unkind, inattentive",Adjectival Noun,Core 2000 Step 09 - 185,36704
1007,家族,かぞく,"family, household",Noun,Core 2000 Step 03 - 120,950
1008,万歳,ばんざい,Banzai! Hurrah! Long live...!,Verbal Noun,Core 2000 Step 09 - 081,15524
1009,二十歳,はたち,20 years old,Noun,Core 2000 Step 09 - 119,7804
1010,姉さん,ねえさん,"older sister, girl, miss",Noun,Core 2000 Step 10 - 119,3156
1011,兄弟,きょうだい,siblings,Noun,Core 2000 Step 05 - 190,1987
1012,若者,わかもの,"young person, youth",Noun,Core 2000 Step 04 - 077,1129
1013,彼ら,かれら,they,Noun,Core 2000 Step 04 - 124,252
1014,おじ,おじ,uncle,Noun,Core 2000 Step 08 - 004,7426
1015,結合,けつごう,"combination, joining",Verbal Noun,Core 2000 Step 04 - 150,10918
1016,結果,けっか,"result, outcome",Noun,Core 2000 Step 03 - 161,676
1017,果物,くだもの,fruit,Noun,Core 2000 Step 07 - 009,6752
1018,課題,かだい,"task, problem",Noun,Core 2000 Step 04 - 079,9029
1019,課,か,"section, division, lesson",Noun,Core 2000 Step 06 - 048,3703
1020,効果,こうか,"effect, result",Noun,Core 2000 Step 04 - 098,2160
1021,自動車,じどうしゃ,automobile,Noun,Core 2000 Step 04 - 075,2290
1022,自然,しぜん,nature,Noun,Core 2000 Step 04 - 151,900
1023,自然,しぜん,"natural, naturally",Adjectival Noun,Core 2000 Step 05 - 028,900
1024,自習,じしゅう,"self-study, self-teaching",Verbal Noun,Core 2000 Step 09 - 114,37115
1025,理由,りゆう,"reason, cause",Noun,Core 2000 Step 03 - 127,449
1026,自由,じゆう,"freedom, free",Adjectival Noun,Core 2000 Step 03 - 150,1106
1027,信じる,しんじる,"believe, trust, have faith in",Verb,Core 2000 Step 05 - 116,382
1028,信号,しんごう,"signal, traffic light",Noun,Core 2000 Step 06 - 008,5322
1029,頼む,たのむ,"ask, request",Verb,Core 2000 Step 05 - 132,622
1030,市民,しみん,"citizens, townsmen",Noun,Core 2000 Step 04 - 025,2941
1031,うるさい,うるさい,"noisy, annoying, pesky",Adjective,Core 2000 Step 08 - 017,2360
1032,住民,じゅうみん,"residents, inhabitants",Noun,Core 2000 Step 04 - 095,4085
1033,主人,しゅじん,"husband,&nbsp;the head of the house",Noun,Core 2000 Step 09 - 096,765
1034,議員,ぎいん,legislator,Noun,Core 2000 Step 04 - 005,6208
1035,会議,かいぎ,"conference, meeting",Verbal Noun,Core 2000 Step 04 - 016,2093
1036,対する,たいする,"in response to, face",Verb,Core 2000 Step 03 - 028,20459
1037,対立,たいりつ,"opposition, antagonism",Verbal Noun,Core 2000 Step 03 - 126,4889
1038,反対,はんたい,"oppose, the opposite",Verbal Noun,Core 2000 Step 04 - 076,1316
1039,答え,こたえ,"answer, solution",Noun,Core 2000 Step 10 - 053,1495
1040,特に,とくに,"specially, particularly",Adverb,Core 2000 Step 04 - 119,1079
1041,特急,とっきゅう,limited express (train),Noun,Core 2000 Step 09 - 013,13359
1042,特別,とくべつ,"special, extraordinary",Adjectival Noun,Core 2000 Step 05 - 101,1369
1043,別々,べつべつ,separately,Adjectival Noun,Core 2000 Step 06 - 196,10218
1044,別れる,わかれる,"separate, part from",Verb,Core 2000 Step 07 - 163,1296
1045,一般,いっぱん,"general, common",Noun,Core 2000 Step 03 - 091,2154
1046,目的,もくてき,"objective, purpose",Noun,Core 2000 Step 03 - 149,912
1047,普通,ふつう,"normal, regular",Adjectival Noun,Core 2000 Step 04 - 177,782
1048,並ぶ,ならぶ,"line up, be parallel",Verb,Core 2000 Step 04 - 156,1110
1049,並べる,ならべる,"line (st) up, display, set up",Verb,Core 2000 Step 05 - 133,2062
1050,平和,へいわ,"peace, harmony",Adjectival Noun,Core 2000 Step 04 - 195,2478
1051,高等学校,こうとうがっこう,senior high school,Noun,Core 2000 Step 08 - 146,17589
1052,病院,びょういん,hospital,Noun,Core 2000 Step 03 - 198,803
